asof,SU26219RMFS4,SBER,LKOH,T,VTBR,OZON,YDEX,X5,SPBE,PLZL,PHOR,LQDT,TMOS,TGLD,RU000A108Q29,RU000A10CMR3,RU000A10DQA8,RU000A105QX1,SU26226RMFS9,SU26207RMFS9,SU26212RMFS9
2024-03-05,0.19999999999998683,1.5820590080994768e-15,5.221526718041104e-15,1.2473660271752077e-15,1.3829424881897008e-15,0.19999999999999796,0.0,0.0,1.3290704593438928e-15,2.825957912716715e-15,0.2,0.0,4.512739721822011e-15,0.1999999999999962,0.0,0.0,0.0,0.0,0.19999999999998833,8.35095881335235e-15,0.0
2024-04-04,0.2,0.1947670108728271,0.0,0.0,1.2713548123174542e-16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19999999999999973,0.0052329891271725715,4.40619762898109e-16
2024-05-03,0.2,0.2,0.14413482892998905,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8.93700797309416e-17,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.055865171070010836,1.257532369311715e-16,0.0
2024-06-04,0.2,0.19999999999999998,0.15217689795555314,0.0,6.913793867794002e-17,0.19999999999999993,0.0,0.0,0.0,0.0,4.8327491848365125e-17,0.0,1.938560386808605e-16,0.19999999999999996,0.0,0.0,0.0,0.0,0.04782310204444639,0.0,1.5307144199116756e-16
2024-08-02,0.19023271691328386,0.2,0.11160314671421732,0.0,0.0,0.083535074800942,0.0,0.0,0.0,0.014629061571549487,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.1461390103138278e-14,0.0,0.0
2024-09-02,0.1999999999993236,0.1917424362350341,0.08008634117027283,1.501198220980479e-14,1.5118819690111954e-14,0.04865311477123219,0.0,0.0,1.4110262900036827e-14,0.0014943683256258466,1.2134268566443507e-14,0.1999999999998459,8.769665583410239e-14,0.19999999999997092,0.0,0.0,0.0,0.0,0.07802373949818982,3.5160615959894124e-13,9.022844151331458e-15
2024-10-01,0.13710350816661973,0.1924161309230492,0.07774962179700004,0.0,0.0,0.038916958964849285,0.0,0.0,0.0,0.0852595136560912,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.06855426649239448,0.0,0.0
2024-10-30,0.16986116772701906,0.14012948932887895,0.0588222974722363,0.0,0.0,0.011703502667565131,0.0,0.0,0.0,0.10932124723998353,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.11016229556431738,9.330437825345142e-17,0.0
2024-11-28,0.17232487258517018,0.13109186937275827,0.10121804624516448,1.6452247707698159e-15,2.283605783150513e-15,0.03335262518539559,0.0,0.0,1.7375642875032373e-15,0.09798544411037151,1.2340491905045836e-15,0.19999999999999044,3.949625904113216e-15,0.1999999999999972,0.0,0.0,0.0,0.0,0.06402714250113979,1.1118037514663e-15,7.686632280441288e-16
2025-01-30,0.1739979140254078,0.08082346239326572,0.15261663025493125,0.0,0.0,0.02126595208286594,0.0,0.0,0.0,0.07555170936544058,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.09574433187809461,0.0,0.0
2025-02-28,0.16973260721630207,0.08279357635705027,0.11277262902129224,0.0,1.210083524476349e-16,0.022606930119246766,0.0,0.0,0.02035517899725008,0.12189828613945083,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.06984079214940736,0.0,0.0
2025-03-25,0.10000000000000005,0.05407772646695555,0.07529188171728202,1.6268832454242302e-16,2.7802951359795955e-17,0.04548773241842455,0.0,0.0,0.03087453895181029,0.1294118225511507,2.414184046063334e-17,0.1999999999999999,2.891160451367343e-17,0.19999999999999962,0.0,0.0,0.0,0.0,0.16485629789437684,7.013120509922217e-17,6.873841773558099e-17
2025-04-15,0.19999999999999654,0.028665684736035,0.051141725222048316,6.103945274522984e-16,9.275558869149953e-16,0.06690375359734377,0.0,0.0,0.027843059507192267,0.005151802658077551,2.362845449174496e-16,0.19999999999999954,1.5592415738875367e-16,0.1999999999999981,0.0,0.0,0.0,0.0,0.19999999999999848,0.02029397427930937,5.299766589699967e-16
2025-05-10,0.2,0.01989623390437946,0.04774203941295461,0.0,0.0,0.05452719265936082,0.0,0.0,0.029144772290030662,0.00508886677281876,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.04360089496041105,0.0
2025-06-02,0.19999999999999613,0.015814871450600655,0.028010909672175205,7.093916609140579e-15,3.390649005115274e-16,0.06864976204799364,0.0,0.0,0.02083470589201629,0.005129094605400737,6.072615421157353e-15,0.19999999999999163,5.212427713787427e-15,0.19999999999998921,0.0,0.0,0.0,6.441289771608057e-15,0.19999999999998416,0.06156065633182287,4.232074760079919e-15
2025-06-26,0.19999999999999918,0.02284218484395186,4.887353223958113e-16,1.0514676296742332e-16,2.889132268595188e-16,0.027072009228910114,0.0,0.0,0.024925376578921687,0.004588579567775582,3.85100480123573e-17,0.19999999999999882,1.0557165272232344e-15,0.1999999999999989,0.0,0.0,0.0,1.6769662373459406e-15,0.19999999999999782,0.12057184978044098,1.2828042955291327e-15
2025-07-17,0.2,0.01750488290834245,0.0,0.0,1.525140941956334e-14,0.011215951990662715,0.0,0.0,0.012424527001240825,0.0030307588173790058,0.0,0.2,0.0,0.17920321610579723,0.0,0.0,0.0,3.536513835428846e-14,0.2,0.1766206631767356,0.0
2025-08-11,0.19999999999999923,2.2356912033969787e-16,1.1971284611230566e-15,5.168458079970268e-16,1.3825812427267021e-15,0.011778458398539056,0.0,0.0,0.020705109300407244,0.002487146991282717,5.346267236257891e-16,0.19999999999999749,8.965876189100747e-16,0.1641687379733492,0.0,0.0,0.0,1.3297263868180338e-15,0.1999999999999982,0.1999999999999953,0.0008605473364254631
2025-09-01,0.1999999999999997,0.0,2.004317721485432e-16,3.993911529114194e-16,1.2449371938179187e-15,0.010660405254861269,0.0,0.0,0.025934866932806243,0.0026885197433471507,3.112432824020283e-16,0.1999999999999991,9.694129133119978e-16,0.1916229495636875,0.0,0.0,0.0,6.342340416943047e-16,0.1999999999999991,0.16909325850529597,2.606828587617998e-16
2025-09-24,0.1999999999999991,0.0,6.637648629251561e-17,5.226087604744157e-16,6.288605733779951e-16,0.0,0.0,0.0,0.03511542464489286,0.002601829575649298,0.0,0.1999999999999995,3.565089876496364e-16,0.2,0.0,0.0,0.0,8.806052974222552e-17,0.1999999999999997,0.16228274577945737,7.042977312465837e-16
2025-10-15,0.19999999999998969,3.641229475468269e-14,3.232616433355888e-14,3.538285720458284e-14,0.0,1.8629220089715024e-14,0.0,0.0,0.032602276326674194,0.002532987944274295,2.7074523479976017e-14,0.1999999999999447,3.675310725354932e-14,0.19999999999992543,0.0,0.0,0.0,2.7434728811373762e-14,0.19999999999997747,0.16486473572903734,0.0
2025-11-09,0.1999999999999961,1.3194801379606398e-14,7.111085815600486e-15,1.7727909046568758e-14,0.0,5.783786258795636e-15,0.0,0.0,0.029564164325963312,0.0024520420475282827,1.1862220553932126e-14,0.19999999999997758,1.404813383563041e-14,0.18640047476744942,0.0,0.0,0.0,1.3970198927630016e-14,0.1999999999999851,0.181583318858988,3.2716270239132784e-14
2025-12-02,0.2,0.0,0.0,0.0,3.0045981782214487e-15,0.0,0.0,0.0,0.03164449880883453,0.0024276488573521863,0.0,0.2,0.0,0.1664564804241731,0.0,0.0,0.0,3.7763623516059576e-15,0.2,0.19947137190971187,0.0
2025-12-25,0.2,7.027255989122597e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.029786779913391143,0.002386561989793842,8.217663937078196e-16,0.2,1.6907763335613403e-15,0.16105688995952427,0.0,0.0,0.0,0.0,0.2,0.2,0.006769768137064291
