date,turnover,tc_cost,w_SU26219RMFS4,w_SBER,w_LKOH,w_T,w_VTBR,w_OZON,w_YDEX,w_X5,w_SPBE,w_PLZL,w_PHOR,w_LQDT,w_TMOS,w_TGLD,w_RU000A108Q29,w_RU000A10CMR3,w_RU000A10DQA8,w_RU000A105QX1,w_SU26226RMFS9,w_SU26207RMFS9,w_SU26212RMFS9
2025-03-01,0.4862570098805419,0.0004862570098805419,0.2,7.187299380250605e-17,1.1836089283412021e-16,0.0,0.0,0.0,0.0,0.0,0.2,0.1543591716223587,3.5783448964798893e-17,0.19999999999999962,5.3280397777088665e-17,1.324341250460779e-16,0.0,0.0,0.0,0.15612311201990758,0.08951771635773434,0.0,0.0
2025-03-26,0.3141947302615581,0.0003141947302615581,0.1,0.0,0.0,0.09557552804423192,7.846779970948725e-17,2.1126970593173075e-17,0.0,0.0,0.2,0.029682157718535163,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1809095649666583,0.0,8.033030880023348e-17,0.19383274927057476
2025-04-16,0.3899362058028421,0.0003899362058028421,0.2,0.0,0.0,0.0,0.0,1.4526436088345745e-17,0.0,0.0,0.09947207151196447,0.04414858652099609,0.0,0.2,4.226445829892318e-18,0.11037260167447462,0.0,0.0,0.0,0.19044366146068623,0.15556307883187848,0.0,2.0056384938266225e-16
2025-05-11,0.32475612161192197,0.00032475612161192197,0.13469044119085402,0.0,9.586262044969407e-18,5.809647440966497e-17,0.04213105508713755,0.0,0.0,0.0,0.03901944308518352,0.015576008541985915,0.0,0.2,0.0,0.1929976681992595,0.0,0.0,0.0,0.06099929116458343,0.11458609273099674,0.0,0.2
2025-06-03,0.341074753227089,0.000341074753227089,0.2,0.0,0.0,0.0,0.004971190601757617,0.04339931838064124,0.0,0.0,0.0060181706852439724,0.01414502963420609,0.03236587603727904,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.09910041466082717,0.2,0.2
2025-06-27,0.27719918418894385,0.00027719918418894383,0.10000000000000009,0.0,0.0,0.0,0.12004007865189788,0.10363197495658405,0.0,0.0,0.0,0.015143083857912562,0.0,0.06118486253359795,1.949768616429881e-16,5.907824168653672e-17,0.0,0.0,0.0,6.769740329691613e-17,0.2,0.2,0.2
2025-07-18,0.30237574837567116,0.0003023757483756712,0.12757613338717205,0.17843158994508207,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.01059605243768525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08339622423005119,0.2,0.2
2025-08-12,0.623873875505135,0.000623873875505135,0.10000000000000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15265428853649768,0.004352637242391211,0.2,0.0,0.07121958696864195,0.0,0.0,0.0,0.0,0.19999999999999993,5.921849875526108e-16,0.07177348725246814,0.2
2025-09-02,0.5394850714591881,0.0005394850714591881,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026735885062404586,0.0012826030961090018,0.0607229531298344,0.2,0.0,0.11773056471807161,0.0,0.0,0.0,0.2,0.2,0.09352799399358995,0.0
2025-09-25,0.23563259966680275,0.00023563259966680276,0.2,5.202661924954132e-15,1.7764837685829065e-14,9.983380225891575e-15,8.034333452438695e-15,1.978127316700851e-14,0.0,0.0,4.713828261095858e-15,0.00041489795930395903,0.03942964093026918,0.19999999999986678,5.456348482961475e-15,0.1999999999999776,0.0,0.0,0.0,0.01326430273206672,0.2,0.1468911583783866,0.0
2025-10-16,0.05296024121191673,5.2960241211916734e-05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014860040989606317,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.19985139959023784,1.1856173425569672e-14
2025-11-10,0.04308025925325602,4.3080259253256023e-05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01773106328948357,6.507343277291995e-05,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.15685466731383044,0.025349195963509784
2025-12-03,0.10753629188201363,0.00010753629188201364,0.19999999999990795,1.2009686237430409e-14,8.816740570748846e-15,7.589033607420192e-14,1.646788850459374e-14,7.51160217210188e-15,0.0,0.0,0.08139487489538949,0.0007922210228414633,6.965070612676025e-15,0.19999999999997972,2.89651590878476e-14,0.19999999999996426,0.0,0.0,0.0,1.4928816913312164e-14,0.11781290408190037,0.19999999999995416,0.0
2025-12-26,0.25438587870610196,0.00025438587870610195,0.19999999999993798,8.271675390375021e-16,1.709659320297918e-14,1.3983577715230175e-14,1.2201068028501068e-14,0.08462549344155236,0.0,0.0,3.0478765092696194e-14,0.0005405678675666672,1.455717859074218e-14,0.19999999999993084,1.0398554811689604e-14,0.19999999999998078,0.0,0.0,0.0,0.026038857926266316,0.2,0.027260649344563986,0.06153443142007684
